WORK_NAME,SALAY,COMPANY,COMPANY,POST_URL,ADDRES,jobType,eduLevel,workingExp,detail
Python开发（岗位代码 227）,,北京师范大学中国基础教育质量监测协同创新中心,北京师范大学中国基础教育质量监测协同创新中心,https://jobs.zhaopin.com/CC219659582J00036356409.htm,北京,"公务员/事业单位/科研机构,科研人员",大专,不限,职位亮点 五险一金 绩效奖金 带薪年假 定期体检 职位描述 岗位职责： 1、负责Python软件、服务器程序、网站后台设计，相关算法研发和优化； 2、参与应用设计与方案讨论； 3、负责实现软件、应用程序代码，建立和完善开发文档； 4、协助对所开发的功能进行测试，协助产品部署。 任职要求： 1、熟练掌握Python的使用，有一定pythonweb开发经验，会pandas优先； 2、至少会使用一种数据库技术，如Oracle、SQLSever、Mysql、PostgreSQL等； 3、熟悉Bootstrap、Node.js、LinuxShell优先； 4、具备良好的编程习惯，沟通能力强，能够独自编写技术文档； 5、具备较好的学习能力、问题分析能力，可以独立调试解决问题； 6、计算机、教育技术、心理测量相关专业优先，硕士优先。 发展空间与待遇： 1、中心根据个人工作能力与绩效提供有竞争力的薪酬。 2、一经录用，即入北京师范大学校内工作，可享受北师大图书馆、体育场、校园食堂等校内公共资源。 3、中心工作环境温馨，氛围融洽，晋升渠道畅通，有广阔的职业发展空间； 4、中心有寒暑假，可入校工会参与各项工会活动及相关福利。 5、学习资源丰富，可参加校内多种培训课程、本科及研究生课程学习；符合相关条件者可参加心理学、教育学、教育质量监测等方面的行业顶尖会议、出国学习等。 6、有能力者可继续攻读中心硕士、博士学位。 以上招聘岗位为院聘合同制，参照《中华人民共和国劳动合同法》相关规定办理相应手续，享受国家规定的社保待遇。岗位薪酬参照中心薪资体系执行，特别优秀者待遇面议。有意者请将简历发送至邮箱：********************，简历和邮件主题都请注明“岗位代码+岗位名称+姓名+专业+智联招聘”。 工作地点 北京市海淀区新街口外大街19号 查看地图
Python开发工程师（AI业务方向）,,北京四合天地科技有限公司,北京四合天地科技有限公司,https://jobs.zhaopin.com/CC155534117J00096728615.htm,北京,"软件/互联网开发/系统集成,软件工程师",本科,1-3年,职位亮点 绩效奖金 餐补 带薪年假 定期体检 节日福利 五险一金 职位描述 技能要求： Python开发 岗位职责：1、负责公司AI业务线产品的开发工作；2、负责公司AI业务线产品的不断优化与持续改进；3、负责AI模型应用方面的技术创新与攻关。 岗位要求： 1、本科及以上学历，计算机相关专业，一年以上开发经验；2、熟练掌握Python语言，熟悉Flask、Django等主流web框架，有AI方向应用开发经验者优先；3、熟悉MySQL、Redis等数据库相关技术；4、熟悉分布式、微服务、高性能Web服务的开发，有一定的系统架构设计能力者优先；5、有较强的沟通表达能力，自我驱动，对技术有浓烈的兴趣。 工作地点 北京市海淀区学院路51号首享科技大厦12层1203-1207室 查看地图
Web后端开发（Python),,脉讯在线(北京)信息技术有限公司,脉讯在线(北京)信息技术有限公司,https://jobs.zhaopin.com/CC306517710J00109601512.htm,北京-海淀区,"软件/互联网开发/系统集成,其他",本科,1-3年,职位亮点 五险一金 餐补 创业公司 周末双休 带薪年假 节日福利 定期体检 职位描述 岗位职责： 1、实现Web端对后台服务的通信、控制功能； 2、负责相关需求的技术分析，制订对应的技术解决方案； 3、设计优化系统以满足高可靠、高性能的访问需求；  任职要求： 1、熟悉 Python，熟悉 Django/Flask/Tornado，有项目经验，能独立开发； 2、算法能力强，了解基本算法，有代码理解能力，能根据描述实现算法； 3、熟练使用 SQl，了解 ORM 的使用； 4、熟悉 Kafka、ES 等服务，有使用经验优先； 5、熟练使用 Java 优先； 6、有耐心、韧性、活力解决工作中的疑难问题，有自我要求，能替我提升。  工作地点 上地东路1号汇众大厦2号楼101 查看地图
it运维工程师-Python/shell,,北京广通信达软件股份有限公司杭州分公司,北京广通信达软件股份有限公司杭州分公司,https://jobs.zhaopin.com/CC300187886J00252853805.htm,北京-海淀区,"IT运维/技术支持,系统工程师",大专,不限,职位亮点 五险一金 餐补 交通补助 定期团建 定期体检 每年多次调薪 工作居住证 职位描述 岗位职责：1、负责IT运维管理软件项目的现场实施、咨询、培训工作，处理并解决项目中遇到的运维问题；2、负责项目中出现的各类文档的编写，完成公司软件在客户方的安装、部署、调试； 工作要求：1、两年以上IT运维工作经验，对同行业产品（BMC、openview、Tivoli等运维监控软件）及技术有一定了解优先考虑；2、了解各类网络、操作系统、数据库、中间件等通用技术，有相应的实施或使用经验。3、对zabbix、cmdb、系统监控有一定接触，熟悉shell或python脚本语言；4、从事过ITIL规划与实施优先，有ITIL、ISO20000相关认证优先考虑；5、具备良好的人际沟通能力、协调能力、学习能力，具有团队合作意识； 工作地点 北京海淀车道沟兵器大厦 查看地图
python,,北京九星惟诚供应链信息技术有限公司,北京九星惟诚供应链信息技术有限公司,https://jobs.zhaopin.com/CC841086270J00132262210.htm,北京,"软件/互联网开发/系统集成,软件工程师",本科,1-3年,职位亮点 五险一金 职位描述 1、计算机专业本科及以上学历， 2、2年以上web服务开发经验，有金融类平台研发经验者优先， 3、熟练掌握网络通信原理和相关协议， 4、熟练掌握RestfulAPI设计或GraphSQL语言，掌握至少一种python框架，django，flask等，5、掌握数据库知识和原理，掌握SQL语言，熟悉MySql，PostgreSql，Redis等常见数据库。 工作地点 上地国际创业园A座6层627 查看地图
Python/shell运维开发,,北京广通信达软件股份有限公司杭州分公司,北京广通信达软件股份有限公司杭州分公司,https://jobs.zhaopin.com/CC300187886J00252861805.htm,北京-海淀区,"软件/互联网开发/系统集成,脚本开发工程师",大专,不限,职位亮点 五险一金 餐补 交通补助 定期团建 定期体检 每年多次调薪 工作居住证 职位描述 岗位职责：1、负责IT运维管理软件项目的现场实施、咨询、培训工作，处理并解决项目中遇到的运维问题；2、负责项目中出现的各类文档的编写，完成公司软件在客户方的安装、部署、调试； 工作要求：1、两年以上IT运维工作经验，对同行业产品（BMC、openview、Tivoli等运维监控软件）及技术有一定了解优先考虑；2、了解各类网络、操作系统、数据库、中间件等通用技术，有相应的实施或使用经验。3、对zabbix、cmdb、系统监控有一定接触，熟悉shell或python脚本语言；4、从事过ITIL规划与实施优先，有ITIL、ISO20000相关认证优先考虑；5、具备良好的人际沟通能力、协调能力、学习能力，具有团队合作意识； 工作地点 北京军事博物馆铁路总公司 查看地图
python运维开发工程师,,北京饕餮互动信息科技有限公司,北京饕餮互动信息科技有限公司,https://jobs.zhaopin.com/CC859310570J00158495311.htm,北京,"软件/互联网开发/系统集成,其他",本科,1-3年,职位亮点 创业公司 扁平管理 五险一金 职位描述 技能要求： 系统运维 爬虫 岗位职责： 1.   负责自动化运维系统的设计和研发 2.   协助优化各业务部门中可以自动化的部分（爬虫，定时任务，数据统计） 3.   协助优化现有产品，提升系统性能、稳定度和安全性。 岗位要求： 1.   计算机、电子、通信、物理、数学等相关理工科专业本科及以上学历； 2.   拥有丰富的Python编程经验，熟悉多线程、多进程、网络通信编程相关知识 3.   熟悉Linux系统体系架构，有Linux运维经验 4.   熟悉主流运维工具（docker/k8s/nginx/elk/es）和数据库（mysql/mongo/redis）的配置和优化 5.   熟悉常用爬虫技术（scrapy/pyspider/selenium/headless chrome） 6.   熟悉beautifulsoup/正则表达式，能够从非结构化数据中提取结构化数据； 7.   喜欢钻研开源技术和自动化技术，能够阅读英文技术文档 8.   有丰富的自然语言处理和深度学习经验优先 9.   有丰富的数据分析经验优先 10.  有丰富的反爬虫经验优先 工作地点 北京市朝阳区兆维工业园C3二层 查看地图
大数据Python开发工程师,,北京弘成立业科技股份有限公司,北京弘成立业科技股份有限公司,https://jobs.zhaopin.com/CC176708013J00134062310.htm,北京-东城区,"软件/互联网开发/系统集成,软件工程师",本科,3-5年,职位亮点 周末双休 五险一金 餐补 带薪年假 弹性工作 绩效奖金 职位描述 岗位职责： 1．负责大数据&个推平台的设计、建设与维护工作； 2．负责个性化推荐、统计分析、评估预测、知识图谱等领域的应用设计开发； 3．深度挖掘业务数据，进行用户行为分析、关联分析；4. 参与产品需求讨论、负责编写相应的设计和技术文档；任职要求： 1、计算机、应用数学等相关专业本科及以上学历。 2、三年以上BI，AI、大数据设计开发经验，至少1个以上大型大数据成熟项目的经验。 3、了解常用数据结构和算法有扎实的编程功底，熟练掌握至少一门编程语言，如Python、NodeJS（JavaScript）、Java、Scala等； 4、掌握关系数据库及SQL相关知识，了解基本的设计和优化原则，熟悉MySQL、PostgreSQL、Oracle等优先考虑熟悉一种； 5、使用Spark MLlib，TensorFlow，Caffe等机器学习框架进行开发，有统计理论、数据挖掘和机器学习等常用算法经验者优先；6、有较强的书面与口头沟通表达???力，快速的学习能力，有良好的逻辑思维和归纳能力。 工作地点 歌华大厦A座4层 查看地图
Python开发--运维开发,,北京广通信达软件股份有限公司杭州分公司,北京广通信达软件股份有限公司杭州分公司,https://jobs.zhaopin.com/CC300187886J00297831405.htm,北京-海淀区,"软件/互联网开发/系统集成,脚本开发工程师",本科,不限,职位亮点 五险一金 餐补 交通补助 定期团建 定期体检 每年多次调薪 工作居住证 职位描述 岗位职责：1、参与产品需求分析、架构设计，原型实现工作。2、负责软件模块的设计、开发、单元测试、集成等工作；3、参与技术分享、相关文档编写等工作； 任职要求：1、3年以上Python相关开发实践经验2、熟悉Python语言，熟悉流行的Python网络和系统开发框架； 3、有运维领域的实践和开发经验为佳；4、自学能力强，能够快速学习和掌握新技术，主动，乐于沟通和分享，具备团队合作精神；  工作地点 北京4号线国家图书馆国家气象中心 查看地图
python高级讲师,,北京优思安科技有限公司,北京优思安科技有限公司,https://jobs.zhaopin.com/CC392645925J00096572812.htm,北京,"教育/培训,培训师/讲师",本科,5-10年,职位亮点 免费班车 节日福利 餐补 五险一金 周末双休 职位描述 岗位职责： 1、按照教学大纲、教学进度，高质量地完成Python学科的日常授课任务； 2、负责学生答疑，帮助学员解决学习过程中的问题，并负责组织和实施学员内部测试； 3、教学研发工作，主要负责教学大纲、教学PPT、教学案例、教学用书等研发工作； 4、负责组织公司的内训，不断学习新技术。 任职资格： 1、统招大专以上学历，计算机相关专业； 2、拥有三年以上开发经验，有扎实的Python基础，Linux基础； 3、熟练使用Django、Tornado、Flask等主流web框架； 4、熟练使用html/css/javascript 等前端技术（熟悉Vue框架优先）； 5、熟悉scrapy爬虫框架； 6、有数据挖掘、机器学习相关能力者优先； 7、思路清晰、有较强的语言表达能力。 （西二旗和沙河高教园地铁站有班车接送） 工作地点 昌平区马池口镇北京吉利学院 查看地图
python开发工程师,,"绫致时装（天津）有限公司/Bestseller Fashion Group (Tianjin) Co.,Ltd","绫致时装（天津）有限公司/Bestseller Fashion Group (Tianjin) Co.,Ltd",https://jobs.zhaopin.com/CC000423265J00091978513.htm,北京,"软件/互联网开发/系统集成,数据库开发工程师",本科,5-10年,职位亮点 周末双休 五险一金 年底双薪 绩效奖金 交通补助 带薪年假 补充医疗保险 职位描述 岗位职责： 1.     参与基于分布式的高并发、高可用的电商框架的设计和开发； 2.     接口的定义和实现； 3.     根据业务需求对现有系统进行二次开发； 4.     解决测试过程中发现的问题；  任职条件 1.     工作认真细致踏实，学习能力强，以解决技术难题为乐趣，有想法，敢于挑战； 2.     有扎实的计算机基础，熟悉常用数据结构、算法、设计模式； 3.     熟悉常见的互联网开发技术，如数据库、分布式、高可用、安全等； 4.     熟练掌握Python编程，有5年以上经验，有优秀的编码能力及良好的编程风格; 5.     对Web服务开发有深入的理解，了解后台架构设计； 6.     云服务器的开发和部署； 7.     熟悉大数据开发、人工智能、有嵌入式开发经验的优先。 工作地点 北京市朝阳区世纪财富中心西座20层 查看地图
高级零售系统工程师 （Python工程师）,,"绫致时装（天津）有限公司/Bestseller Fashion Group (Tianjin) Co.,Ltd","绫致时装（天津）有限公司/Bestseller Fashion Group (Tianjin) Co.,Ltd",https://jobs.zhaopin.com/CC000423265J00087562213.htm,北京,"IT运维/技术支持,系统工程师",本科,5-10年,职位描述 工作职责：  ?  基于用户需求负责应用程序框架设计和开发、维护及系统运维 ?  制定并推进团队的编码规范，编写高质量、结构清晰、易读、易维护的代码 ?  协助UAT验收 ?  负责应用系统的高可用性 能力要求：  ?  目标驱动和自我驱动 ?  精通Python，5年以上专职开发经验，熟悉基于Python代码的性能分析和优化 ?  有基于关系型数据库开发大型应用的经验；有基于PostgreSQL开发经验者优先 ?  具备优秀的编程习惯，具备较强的研发与设计能力 ?  较好的逻辑思维能力和沟通能力，热爱技术，能独立解决问题 ?  思路清晰，具备良好的沟通、理解和学习能力 ?  能承受工作压力 工作地点 朝阳区光华路9号世贸天阶D座15层 查看地图
python开发工程师,,中国广视索福瑞媒介研究有限责任公司,中国广视索福瑞媒介研究有限责任公司,https://jobs.zhaopin.com/CC000353951J00075259112.htm,北京,"软件/互联网开发/系统集成,软件工程师",本科,3-5年,职位亮点 五险一金 餐补 补充医疗保险 职位描述 **工作职责** 1 Web系统开发和维护； 2 大数据处理和分析； 3 参与维护已有的大数据平台和服务器集群； 4 技术交流，外部技术合作； 5 开发和维护内部工具； ? **技术要求** ? 1 理工科，本科以上学历，计算机、数学、物理或统计学背景，三年及以上开发相关工作经验； 2 熟悉Python语言，熟悉Django/Flask框架，熟悉Nginx/Apache，有Web系统项目开发经验； 3 熟悉常规前端技术，熟悉JavaScript、CSS； 4 熟悉MySQL/Oracle/PostgreSQL，熟悉Redis； 5 熟悉Elasticsearch加分； 6 熟悉Hadoop生态各种产品加分，有实际Hadoop项目开发经验加分*2； 7 熟悉Linux； ? **团队要求** ? 1 工作主动性强，自我驱动，目标导向，结果导向； 2 独立分析和解决问题的能力； 3 能够与人融洽相处，善于沟通和团队合作； 4 能够适应多种工作角色的迅速转换，抗压能力强。 工作地点 朝阳区建国路甲92号世茂大厦24层 查看地图
python后端架构师,,北京艾的教育科技股份有限公司,北京艾的教育科技股份有限公司,https://jobs.zhaopin.com/CC252343119J00137082313.htm,北京-西城区,"软件/互联网开发/系统集成,系统架构设计师",大专,3-5年,职位亮点 五险一金 加班补助 通讯补助 节日福利 创业公司 周末双休 公司重点项目 职位描述 岗位要求：1、本科以上学历，计算机相关专业，五年以上Python开发经验2、有较强的责任心，做事有韧性有耐心，善于沟通协作3、具体较强的逻辑分析推理能力以及独立解决问题的能力，能够承担较大的工作压力4、关注技术发展方向，对新技术具有极高热情，学习能力强，勇于尝试新技术和新方法，具备很强的调研能力 技能要求：1、能够熟练使用Python进行业务逻辑开发2、熟悉至少一种异步通信开发框架3、熟练掌握面向对象开发方法4、熟练使用各种调试、分析工具分析解决业务问题以及性能问题5、熟悉 Linux系统使用以及运行机制6、能够熟练使用常见基础算法解决问题7、熟悉常用系统架构 加分项：熟悉Tornado框架熟悉Python 具备全栈开发技能 工作地点 北京市西城区北三环中路马甸桥东华龙大厦A座24层 查看地图
